image,multi-label_double_winding,multi-label_gap,multi-label_crossing,binary_NOK
Spule010_Image0001.jpg,0,0,0,0
Spule010_Image0002.jpg,0,0,0,0
Spule010_Image0003.jpg,0,0,0,0
Spule010_Image0004.jpg,0,0,0,0
Spule010_Image0005.jpg,0,0,0,0
Spule010_Image0006.jpg,0,0,0,0
Spule010_Image0007.jpg,0,0,0,0
Spule010_Image0008.jpg,0,0,0,0
Spule010_Image0009.jpg,0,0,0,0
Spule010_Image0010.jpg,0,0,0,0
Spule010_Image0011.jpg,0,0,0,0
Spule010_Image0012.jpg,0,0,0,0
Spule010_Image0013.jpg,0,0,0,0
Spule010_Image0014.jpg,0,0,0,0
Spule010_Image0015.jpg,0,0,0,0
Spule010_Image0016.jpg,0,0,0,0
Spule010_Image0017.jpg,0,0,0,0
Spule010_Image0018.jpg,0,0,0,0
Spule010_Image0019.jpg,0,0,0,0
Spule010_Image0020.jpg,0,0,0,0
Spule010_Image0021.jpg,0,0,0,0
Spule010_Image0022.jpg,0,0,0,0
Spule010_Image0023.jpg,0,0,0,0
Spule010_Image0024.jpg,0,0,0,0
Spule010_Image0025.jpg,0,0,0,0
Spule010_Image0026.jpg,0,0,0,0
Spule010_Image0027.jpg,0,0,0,0
Spule010_Image0028.jpg,0,0,0,0
Spule010_Image0029.jpg,0,0,0,0
Spule010_Image0030.jpg,0,0,0,0
Spule010_Image0031.jpg,0,0,0,0
Spule010_Image0032.jpg,0,0,0,0
Spule010_Image0033.jpg,0,0,0,0
Spule010_Image0034.jpg,0,0,0,0
Spule010_Image0035.jpg,0,0,0,0
Spule010_Image0036.jpg,0,0,0,0
Spule010_Image0037.jpg,0,0,0,0
Spule010_Image0038.jpg,0,0,0,0
Spule010_Image0039.jpg,0,0,0,0
Spule010_Image0040.jpg,0,0,0,0
Spule010_Image0041.jpg,0,0,0,0
Spule010_Image0042.jpg,0,0,0,0
Spule010_Image0043.jpg,0,0,0,0
Spule010_Image0044.jpg,0,0,0,0
Spule010_Image0045.jpg,0,0,0,0
Spule010_Image0046.jpg,0,0,0,0
Spule010_Image0047.jpg,0,0,0,0
Spule010_Image0048.jpg,0,0,0,0
Spule010_Image0049.jpg,0,0,0,0
Spule010_Image0050.jpg,0,0,0,0
Spule010_Image0051.jpg,0,0,0,0
Spule010_Image0052.jpg,0,0,0,0
Spule010_Image0053.jpg,0,0,0,0
Spule010_Image0054.jpg,0,0,0,0
Spule010_Image0055.jpg,0,0,0,0
Spule010_Image0056.jpg,0,0,0,0
Spule010_Image0057.jpg,0,0,0,0
Spule010_Image0058.jpg,0,0,0,0
