image,multi-label_double_winding,multi-label_gap,multi-label_crossing,binary_NOK
Spule020_Image0001.jpg,0,0,0,0
Spule020_Image0002.jpg,0,0,0,0
Spule020_Image0003.jpg,0,0,0,0
Spule020_Image0004.jpg,0,0,0,0
Spule020_Image0005.jpg,0,0,0,0
Spule020_Image0006.jpg,0,0,0,0
Spule020_Image0007.jpg,0,0,0,0
Spule020_Image0008.jpg,0,0,0,0
Spule020_Image0009.jpg,0,0,0,0
Spule020_Image0010.jpg,0,0,0,0
Spule020_Image0011.jpg,0,0,0,0
Spule020_Image0012.jpg,0,0,0,0
Spule020_Image0013.jpg,0,0,0,0
Spule020_Image0014.jpg,0,0,0,0
Spule020_Image0015.jpg,0,0,0,0
Spule020_Image0016.jpg,0,0,0,0
Spule020_Image0017.jpg,0,0,0,0
Spule020_Image0018.jpg,0,0,0,0
Spule020_Image0019.jpg,0,0,0,0
Spule020_Image0020.jpg,0,0,0,0
Spule020_Image0021.jpg,0,0,0,0
Spule020_Image0022.jpg,0,0,0,0
Spule020_Image0023.jpg,0,0,0,0
Spule020_Image0024.jpg,0,0,0,0
Spule020_Image0025.jpg,0,0,0,0
Spule020_Image0026.jpg,0,0,0,0
Spule020_Image0027.jpg,0,0,0,0
Spule020_Image0028.jpg,0,0,0,0
Spule020_Image0029.jpg,0,0,0,0
Spule020_Image0030.jpg,0,0,0,0
Spule020_Image0031.jpg,0,0,0,0
Spule020_Image0032.jpg,0,0,0,0
Spule020_Image0033.jpg,0,0,0,0
Spule020_Image0034.jpg,0,0,0,0
Spule020_Image0035.jpg,0,0,0,0
Spule020_Image0036.jpg,0,0,0,0
Spule020_Image0037.jpg,0,0,0,0
Spule020_Image0038.jpg,0,0,0,0
Spule020_Image0039.jpg,0,0,0,0
Spule020_Image0040.jpg,0,0,0,0
Spule020_Image0041.jpg,0,0,0,0
Spule020_Image0042.jpg,0,0,0,0
Spule020_Image0043.jpg,0,0,0,0
Spule020_Image0044.jpg,0,0,0,0
Spule020_Image0045.jpg,0,0,0,0
Spule020_Image0046.jpg,0,0,0,0
Spule020_Image0047.jpg,0,0,0,0
Spule020_Image0048.jpg,0,0,0,0
Spule020_Image0049.jpg,0,0,0,0
Spule020_Image0050.jpg,0,0,0,0
Spule020_Image0051.jpg,0,0,0,0
Spule020_Image0052.jpg,0,0,0,0
Spule020_Image0053.jpg,0,0,0,0
Spule020_Image0054.jpg,0,0,0,0
Spule020_Image0055.jpg,0,0,0,0
Spule020_Image0056.jpg,0,0,0,0
Spule020_Image0057.jpg,0,0,0,0
Spule020_Image0058.jpg,0,0,0,0
Spule020_Image0059.jpg,0,0,0,0
Spule020_Image0060.jpg,0,0,0,0
Spule020_Image0061.jpg,0,0,0,0
Spule020_Image0062.jpg,0,0,0,0
Spule020_Image0063.jpg,0,0,0,0
Spule020_Image0064.jpg,0,0,0,0
Spule020_Image0065.jpg,0,0,0,0
Spule020_Image0066.jpg,0,0,0,0
Spule020_Image0067.jpg,0,0,0,0
Spule020_Image0068.jpg,0,0,0,0
Spule020_Image0069.jpg,0,0,0,0
Spule020_Image0070.jpg,0,0,0,0
Spule020_Image0071.jpg,0,0,0,0
Spule020_Image0072.jpg,0,0,0,0
Spule020_Image0073.jpg,0,0,0,0
Spule020_Image0074.jpg,0,0,0,0
Spule020_Image0075.jpg,0,0,0,0
Spule020_Image0076.jpg,0,0,0,0
Spule020_Image0077.jpg,0,0,0,0
Spule020_Image0078.jpg,0,0,0,0
Spule020_Image0079.jpg,0,0,0,0
Spule020_Image0080.jpg,0,0,0,0
Spule020_Image0081.jpg,0,0,0,0
Spule020_Image0082.jpg,0,0,0,0
Spule020_Image0083.jpg,0,0,0,0
Spule020_Image0084.jpg,0,0,0,0
Spule020_Image0085.jpg,0,0,0,0
Spule020_Image0086.jpg,0,0,0,0
Spule020_Image0087.jpg,0,0,0,0
Spule020_Image0088.jpg,0,0,0,0
Spule020_Image0089.jpg,0,0,0,0
Spule020_Image0090.jpg,0,0,0,0
Spule020_Image0091.jpg,0,1,0,1
Spule020_Image0092.jpg,0,1,0,1
Spule020_Image0093.jpg,0,1,0,1
Spule020_Image0094.jpg,0,1,0,1
Spule020_Image0095.jpg,0,1,0,1
Spule020_Image0096.jpg,0,1,0,1
Spule020_Image0097.jpg,0,1,0,1
Spule020_Image0098.jpg,0,0,0,0
Spule020_Image0099.jpg,0,1,0,1
Spule020_Image0100.jpg,0,1,0,1
Spule020_Image0101.jpg,0,1,0,1
Spule020_Image0102.jpg,0,0,0,0
Spule020_Image0103.jpg,0,1,0,1
Spule020_Image0104.jpg,0,1,0,1
Spule020_Image0105.jpg,0,1,0,1
Spule020_Image0106.jpg,0,0,0,0
